bookID,title,authors,average_rating,isbn13,language_code,num_pages,publication_date,publisher
109,Heretics of Dune (Dune Chronicles  #5),Frank Herbert,3.86,9780399128981,eng,480,1984,Putnam
20677,Literary Criticism  Vol. 1: Essays on Literature / American Writers / English Writers,Henry James/Leon Edel/Mark Wilson,4.26,9780940450226,eng,1504,1984,Library of America
201,Una arruga en el tiempo – A Wrinkle in Time,Madeleine L'Engle,4.0,9780606105262,spa,205,1984,Turtleback Books
32951,Sister Outsider: Essays and Speeches,Audre Lorde,4.49,9780895941411,en-GB,190,1984,Crossing Press
18816,Problems of Dostoevsky's Poetics,Mikhail Bakhtin/Caryl Emerson,4.34,9780816612284,eng,334,1984,University Of Minnesota Press
19165,Dante Alighieri's Divine Comedy  the Inferno,Dante Alighieri,4.0,9780812034110,en-US,101,1984,Barron's Educational Series
19148,The Divine Comedy  Vol. I: Inferno,Dante Alighieri/Mark Musa,4.0,9780140444414,eng,432,1984,Penguin Classics
13444,The Talisman,Stephen King/Peter Straub,4.13,9780670691999,eng,646,1984,Viking; G. P. Putnam & Sons
37670,The Sun Also Rises,Ernest Hemingway,3.82,9780684182605,eng,247,1984,Scribner Book Company
38533,Double Love (Sweet Valley High  #1),Francine Pascal/Kate William,3.54,9780553275674,eng,182,1984,Bantam Books
19072,Nicomachean Ethics,Aristotle/Hippocrates George Apostle,3.94,9780911589030,eng,372,1984,Peripatetic Press
29979,Science Fiction Treasury: Six Complete Novels (complete & unabridged),H.G. Wells/George Gesner,3.94,9780517436325,eng,688,1984,Random House Value Publishing
25715,Treatise on Happiness,Thomas Aquinas/John A. Oesterle,3.83,9780268018498,eng,224,1984,University of Notre Dame Press
3754,Dr No / Moonraker / Thunderball / From Russia with Love / On Her Majesty's Secret Service / Goldfinger,Ian Fleming,3.98,9780862731588,eng,862,1984,Heinemann-Octopus
11705,Selected Poems,Octavio Paz/Eliot Weinberger/Charles Tomlinson/William Carlos Williams/Monique Fong Wust/G. Aroul/Elizabeth Bishop/Paul Blackburn/Lysander Kemp/Denise Levertov/Muriel Rukeyser/Mark Strand,4.21,9780811208994,eng,160,1984,New Directions
3784,Movie Shoes (Shoes  #6),Noel Streatfeild,4.0,9780440458159,eng,239,1984,Yearling Books
40386,A Fighting Man of Mars (Barsoom  #7),Edgar Rice Burroughs,3.84,9780345345110,eng,239,1984,Del Rey
11771,Das Hotel New Hampshire,John Irving/Hans Hermann,3.9,9783257211948,ger,597,1984,Diogenes Verlag
19082,The Complete Works: The Revised Oxford Translation  Vol. 1,Aristotle/Jonathan Barnes,4.43,9780691099507,eng,1757,1984,Bollingen/Princeton University Press (NJ)
21200,More Classic Italian Cooking,Marcella Hazan,4.48,9780345314031,eng,465,1984,Ballantine Books
5665,Ideas Have Consequences,Richard M. Weaver,4.16,9780226876801,eng,198,1984,University Of Chicago Press
42695,The Angry Hills,Leon Uris,3.67,9780553277876,eng,245,1984,Bantam
15448,On a Pale Horse,Piers Anthony,4.13,9780345305183,eng,325,1984,Del Rey Books
4829,Before The Mayflower A History of Black America,Lerone Bennett Jr.,4.44,9780140072143,en-US,70,1984,Penguin Books
12142,Seven Plays,Sam Shepard/Richard Gilman,4.18,9780553346114,eng,336,1984,Dial Press Trade Paperback
3916,The Life Of Dashiell Hammett,Diane Johnson,3.73,9780701127664,eng,344,1984,Vintage/Ebury (A Division of Random House Group)
34317,Dr. Jekyll and Mr. Hyde (Bullseye Chillers),Kate McMullan/Paul Van Munching/Glenn Dean/Kate McCullan/Robert Louis Stevenson,3.81,9780394863658,eng,96,1984,Random House Books for Young Readers
14414,Barron's Book Notes: Lord of the Flies,Michael Spring/William Golding,3.67,9780812034264,eng,120,1984,Barron's Educational Series
26583,Beauty's Punishment,A.N. Roquelaure/Anne Rice,3.62,9780452266629,eng,233,1984,Plume
44617,The Complete Green Letters,Miles J. Stanford,4.2,9780310330516,en-US,336,1984,Zondervan
36956,Grizzwold,Syd Hoff,3.82,9780064440578,eng,64,1984,HarperCollins
1562,The Complete Plays,Aristophanes/Moses Hadas,4.21,9780553213430,eng,577,1984,Bantam Classics
26475,Letters from Africa  1914-1931,Isak Dinesen/Karen Blixen/Frans Lasson/Anne   Born,4.21,9780226153117,eng,516,1984,University Of Chicago Press
2078,Elbow Room: The Varieties of Free Will Worth Wanting,Daniel C. Dennett,3.92,9780262540421,eng,212,1984,MIT Press
2968,The Complete Short Stories of Mark Twain,Mark Twain/Charles Neider,4.28,9780553211955,eng,848,1984,Bantam Classics
12275,The Intelligent Woman's Guide to Socialism  Capitalism  Sovietism and Fascism,George Bernard Shaw/Susan Moller Okin,3.87,9780887380051,eng,565,1984,Transaction Publishers
44685,Castle of Wizardry (The Belgariad  #4),David Eddings,4.16,9780552148108,eng,443,1984,Corgi
12444,Maia (Beklan Empire #2),Richard  Adams,4.01,9780670800339,eng,1056,1984,Viking Press
41093,Men  Martians and Machines,Eric Frank Russell/George Zebrowski/Isaac Asimov,3.77,9780517551851,eng,216,1984,Crown Publishers
1560,Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,Aristophanes/William Arrowsmith/Richmond Lattimore/Douglass Parker,4.06,9780452007178,eng,624,1984,Plume
38898,The Guide to Hollywood and Beverly Hills,Charles Lockwood,4.33,9780517550366,eng,174,1984,Random House Value Publishing
41092,The Shores of Another Sea (Classics of Modern Science Fiction 3),Chad Oliver/George Zebrowski/Isaac Asimov,3.55,9780517551868,eng,214,1984,Random House Value Publishing
41091,Unearthly Neighbors,Chad Oliver,3.83,9780517552940,eng,208,1984,Random House Value Publishing
37169,The Delta Star,Joseph Wambaugh,3.66,9780553273861,eng,291,1984,Bantam
24949,Danny The Champion of the World,Roald Dahl/Jill Bennett,4.09,9780553152890,eng,196,1984,Yearling
41085,The Crucible of Time,John Brunner,3.71,9780345302359,eng,416,1984,Del Rey
6905,Their Sisters' Keepers: Women's Prison Reform in America  1830-1930,Estelle B. Freedman,4.27,9780472080526,eng,272,1984,University of Michigan Press
24958,The Dark Is Rising Sequence,Susan Cooper,4.28,9780140316889,eng,786,1984,Puffin Books (Penguin Books)
12664,Iberia,James A. Michener/Robert Vavra,3.71,9780449207338,eng,960,1984,Fawcett Crest Books
38313,Whole Earth Software Catalog,Stewart Brand,3.92,9780385191661,en-US,208,1984,Doubleday Books
7135,The Brothers Karamazov,Fyodor Dostoyevsky/Andrew R. MacAndrew/Konstantin Mochulsky,4.32,9780553212167,eng,1072,1984,Bantam Classics
12078,Wittgenstein on Rules and Private Language: An Elementary Exposition,Saul A. Kripke,4.01,9780674954014,eng,160,1984,Harvard University Press
1519,The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus/Robert Fagles/William Bedell Stanford,4.02,9780140443332,eng,335,1984,Penguin Classics
17722,Alice's Adventures in Wonderland & Through the Looking-Glass,Lewis Carroll/John Tenniel,4.07,9780553213454,eng,234,1984,Bantam Classics
42797,Goodbye Forever (Sweet Dreams  #72),Barbara Conklin,3.76,9780553243567,eng,135,1984,Bantam Books
35485,Five Rings of Fire (Able Team  #11),Tom Arnett/Dick Stivers/Don Pendleton,3.64,9780373612116,eng,0,1984,Gold Eagle
21114,The Capricorn Stone,Madeleine Brent,3.91,9780449201497,eng,346,1983,Fawcett
27422,The Poems,Hesiod/R.M. Frazer/Mary Sue Roniger,3.75,9780806118468,eng,160,1983,University of Oklahoma Press
13422,The Presocratic Philosophers,Geoffrey S. Kirk/John Earle Raven/Malcolm Schofield,4.25,9780521274555,eng,518,1983,Cambridge University Press
35273,Groucho  Harpo  Chico  and Sometimes Zeppo: A History of the Marx Brothers and a Satire on the Rest of the World,Joe Adamson,4.07,9780671470722,eng,464,1983,Simon & Schuster
42692,Mila 18,Leon Uris,4.29,9780553241600,eng,563,1983,Bantam
31505,Adventures of the Scarlet Pimpernel,Emmuska Orczy,4.03,9780899664590,eng,256,1983,Buccaneer Books
38905,Follow Your Heart's Vegetarian Soup Cookbook,Janice Cook Migliaccio,3.47,9780880071314,eng,127,1983,Woodbridge Press Publishing Company
15186,American Film Guide,Frank N. Magill,0.0,9780893562502,eng,5,1983,Salem Press Inc
13739,Twelve Fair Kingdoms,Suzette Haden Elgin,3.99,9780425058503,eng,195,1983,Berkley
15529,II Maccabees,Anonymous/Jonathan  A. Goldstein,4.04,9780385048644,eng,595,1983,Anchor Bible
42956,Sayonara,James A. Michener,3.81,9780449204146,eng,208,1983,Fawcett
24614,The Handbook (The Encheiridion),Epictetus/Nicholas P. White,4.23,9780915145690,eng,35,1983,Hackett Publishing Company  Inc.
14173,Blindness and Insight: Essays in the Rhetoric of Contemporary Criticism,Paul De Man/Wlad Godzich,4.12,9780816611355,eng,342,1983,University of Minnesota Press
3733,Redburn / White-Jacket / Moby-Dick,Herman Melville/G. Thomas Tanselle,4.2,9780940450097,eng,1436,1983,Library of America
24968,Fear and Trembling/Repetition,Søren Kierkegaard/Edna Hatlestad Hong/Howard Vincent Hong,4.23,9780691020266,eng,420,1983,Princeton University Press
9975,Gertrud,Hermann Hesse,3.85,9783518373903,ger,180,1983,Suhrkamp
19808,The Last Lion: Winston Spencer Churchill: Visions of Glory  1874-1932,William Manchester,4.42,9780316545037,en-US,992,1983,Little  Brown & Company
15690,Outsider,Albert Camus,3.98,9780819121417,eng,110,1983,University Press of America
28316,Karate Is a Thing of the Spirit,Harry Crews,3.79,9780688023720,eng,218,1983,Quill
2706,Love Visions,Geoffrey Chaucer/Brian Stone,3.61,9780140444087,eng,272,1983,Penguin Classics
33348,Different Seasons,Stephen King,4.35,9780708823606,en-GB,560,1983,Futura
40877,Lyonesse: Suldrun's Garden (Lyonesse  #1),Jack Vance,3.93,9780425058732,eng,436,1983,Berkley Trade
28396,The Illustrated Man,Ray Bradbury,4.14,9780881031904,eng,192,1983,Turtleback Books
4888,The Drama of the Gifted Child: The Search for the True Self,Alice   Miller,4.09,9780465016914,en-US,118,1983,Basic Books
23276,Taxation of Mineral Rents,Ross Garnaut,5.0,9780198284543,eng,350,1983,Oxford University Press  USA
21152,Sudden Fiction: American Short-Short Stories,Robert Shapard/James Thomas,3.84,9780879052652,eng,264,1983,Gibbs Smith
23080,Le Nom de la rose,Umberto Eco/Jean-Noël Schifano,4.12,9782253033134,fre,755,1983,Le Livre de Poche
3562,Emily of New Moon (Emily  #1),L.M. Montgomery,4.1,9780553233704,eng,339,1983,Dell Laurel-Leaf
16379,Life With Jeeves (Jeeves  #6  2  & 4),P.G. Wodehouse,4.39,9780140059021,eng,557,1983,Penguin Books
1584,Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs,W. John Campbell,2.8,49086007763,eng,80,1983,Cliffs Notes
18929,Marcovaldo,Italo Calvino/William Weaver,3.89,9780156572040,eng,128,1983,Mariner Books
25737,The Collected Stories of Isaac Bashevis Singer,Isaac Bashevis Singer/Herb Johnson,4.37,9780374517885,eng,624,1983,Farrar  Straus and Giroux
25756,Tornado!,Hilary H. Milton,3.6,9780531045428,eng,147,1983,Franklin Watts
30392,Relentless Desire,Sandra Brown,3.63,9780515068702,eng,183,1983,Jove Books
33175,Les Misérables,Victor Hugo/Norman Denny,4.17,9780140444308,eng,1232,1982,Penguin Classics
43918,Magician (The Riftwar Saga  #1-2),Raymond E. Feist,4.32,9780385175807,en-US,568,1982,Doubleday Books
19894,Basin and Range,John McPhee,4.19,9780374516901,eng,240,1982,Farrar  Straus and Giroux
19181,Beowulf: A New Telling,Robert Nye,3.5,9780440905608,eng,94,1982,Dell
26871,Confessions of an Actor,Laurence Olivier,3.69,9780671417017,eng,348,1982,Simon & Schuster
38296,The Last of the Mohicans (The Leatherstocking Tales #2),James Fenimore Cooper,3.7,9780553213294,eng,410,1982,Bantam Classics
14194,A Man's Protection,Jayne Castle/Jayne Ann Krentz,3.88,9780440151883,eng,186,1982,Dell Publishing Company
1722,Latin Via Ovid: A First Course,Norma Goldman/Jacob E. Nyenhuis,4.36,9780814317327,en-US,524,1982,Wayne State University Press
74,The John McPhee Reader (John McPhee Reader  #1),John McPhee/William Howarth,4.42,9780374517199,eng,416,1982,Farrar  Straus and Giroux
18849,The Letters of Virginia Woolf: Volume Six  1936-1941,Virginia Woolf/Nigel Nicolson/Joanne Trautmann,4.48,9780156508872,eng,576,1982,Mariner Books
20287,Hellstrom's Hive,Frank Herbert,3.69,9780553144383,eng,312,1982,Bantam Books (NY)
34003,Genetics and the Origin of Species,Theodosius Dobzhansky/Niles Eldredge/Stephen Jay Gould,4.14,9780231054751,eng,364,1982,Columbia University Press
12445,The Girl in a Swing,Richard  Adams,3.52,9780517391730,eng,339,1982,Random House
9140,Technical Manual and Dictionary of Classical Ballet,Gail Grant,4.38,9780486218434,eng,176,1982,Dover Publications
3738,Typee / Omoo / Mardi,Herman Melville/G. Thomas Tanselle,3.55,9780940450004,eng,1333,1982,Library of America
30933,Brideshead Revisited,Evelyn Waugh,4.0,9780316926348,eng,351,1982,Back Bay Books
24283,Les Misérables,Victor Hugo/Charles E. Wilbour/James K. Robinson,4.3,9780449300022,eng,400,1982,Ballantine Books
12577,The Collected Stories,Eudora Welty,4.23,9780156189217,eng,622,1982,Mariner Books
32286,A Mad People's History of Madness,Dale Peterson,4.33,9780822953319,eng,384,1982,University of Pittsburgh Press
2368,Mornings on Horseback: The Story of an Extraordinary Family  a Vanished Way of Life  and the Unique Child Who Became Theodore Roosevelt,David McCullough,4.12,9780671447540,eng,445,1982,Simon  Schuster
43076,Ice Castles,Leonore Fleischer,3.87,9780449700815,eng,220,1982,Fawcett
41862,Evolution and the Theory of Games,John Maynard Smith,4.0,9780521288842,eng,234,1982,Cambridge University Press
10445,Too Far to Go: The Maples Stories,John Updike,4.02,9780449200162,eng,256,1982,Fawcett Books
10797,A Farewell to Arms,Ernest Hemingway,3.8,9780684174693,eng,336,1982,MacMillan Publishing Company
41086,Polymath (Zarathustra Refugee Planets  #2),John Brunner,3.56,9780879977665,en-US,156,1982,DAW Books (NY)
41088,Manshape,John Brunner,3.11,9780879977641,eng,159,1982,DAW SF
8073,Cloudy With a Chance of Meatballs (Cloudy with a Chance of Meatballs  #1),Judi Barrett/Ron Barrett,4.16,9780689707490,eng,32,1982,Atheneum Books for Young Readers
23310,Allusions in Ulysses: An Annotated List,Weldon Thornton,4.04,9780807840894,eng,563,1982,University of North Carolina Press
11768,The Hotel New Hampshire,John Irving,3.9,9780552992091,eng,520,1982,Black Swan
45531,Montaillou  village occitan de 1294 à 1324,Emmanuel Le Roy Ladurie/Emmanuel Le Roy-Ladurie,3.96,9782070323289,fre,640,1982,Folio histoire
28395,Remembrance of Things Past: Volume II - The Guermantes Way & Cities of the Plain,Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin,4.53,9780394711836,en-US,1216,1982,Vintage
37481,Discovering God's Will,Sinclair B. Ferguson,4.24,9780851513348,eng,126,1982,Banner of Truth
40625,Europe and the People Without History,Eric R. Wolf,4.12,9780520048980,eng,534,1982,University of California Press
20813,Halloween,Richard Curtis,4.13,9780553262964,eng,166,1982,Bantam
13424,The Presocratic Philosophers,Jonathan Barnes/Ted Honderich,4.14,9780415050791,eng,728,1982,Routledge
25779,On Democracy  Revolution  and Society,Alexis de Tocqueville/John Stone/Stephen Mennell,4.12,9780226805276,eng,402,1982,University Of Chicago Press
13500,Fevre Dream,George R.R. Martin,3.86,9780671455774,eng,350,1982,Poseidon Press
20741,Interaction Ritual - Essays on Face-to-Face Behavior,Erving Goffman,4.05,9780394706313,eng,288,1982,Pantheon
25752,Blind Flight,Hilary H. Milton,3.63,9780590321143,en-US,122,1982,Scholastic
13337,The Odes,Pindar/Cecil Maurice Bowra/Daniel C. Snell/Dawson William Turner/Maehler/Abraham Moore,3.89,9780140442090,eng,256,1982,Penguin Books
11324,Under the Net,Iris Murdoch,3.77,9780140014457,eng,252,1982,Penguin Books Ltd
11580,Creepshow,Stephen King/Bernie Wrightson/Michele Wrightson,4.07,9780452253803,eng,66,1982,Plume
40884,Galactic Effectuator,Jack Vance,3.69,9780441272327,eng,219,1981,Ace
40483,Story of O (Story of O #1),Pauline Réage/Sabine d'Estree,3.32,9780345301116,eng,199,1981,Ballantine Books
34646,The Centurions (The Centurions  #1),Damion Hunter,4.14,9780345296917,eng,384,1981,Ballantine Books
31947,Philosophy and the Mirror of Nature,Richard M. Rorty,4.01,9780691020167,eng,424,1981,Princeton University Press
32810,The Divine Comedy II: Purgatory,Dante Alighieri/Dorothy L. Sayers/C.W. Scott-Giles,4.02,9780140440461,en-US,388,1981,Penguin Classics
28259,Historical Metaphors and Mythical Realities: Structure in the Early History of the Sandwich Islands Kingdom,Marshall Sahlins,3.74,9780472027217,en-US,84,1981,University of Michigan Press
16844,Christopher et son monde  1929-1939,Christopher Isherwood,4.11,9782010080876,fre,343,1981,Hachette Littérature
29819,The Landing of the Pilgrims,James Daugherty,3.41,9780394846972,eng,160,1981,Random House Books for Young Readers
5598,Moral Luck: Philosophical Papers 1973-1980,Bernard Williams,4.09,9780521286916,eng,188,1981,Cambridge University Press
40630,How Europe Underdeveloped Africa,Walter Rodney/Vincent Harding,4.27,9780882580968,eng,312,1981,Howard University Press
18853,The Letters of Virginia Woolf: Volume Four  1929-1931,Virginia Woolf/Nigel Nicolson/Joanne Trautmann,4.41,9780156508841,en-US,480,1981,Mariner Books
2072,Brainstorms: Philosophical Essays on Mind and Psychology,Daniel C. Dennett,3.95,9780262540377,eng,424,1981,MIT Press
44748,The Mask of the Enchantress,Victoria Holt,3.85,9780449210840,eng,0,1981,Ivy Books
36264,The Whole World Is Watching: Mass Media in the Making & Unmaking of the New Left,Todd Gitlin,3.73,9780520040243,eng,344,1981,University of California Press
33541,A Short History of World War I,James L. Stokesbury,3.95,9780688001292,eng,352,1981,William Morrow Paperbacks
38311,The Next Whole Earth Catalog: Access to Tools,Stewart Brand,4.45,9780394707761,eng,608,1981,Random House Inc.
29091,The Berlin Phenomenology,Georg Wilhelm Friedrich Hegel/Michael John Petry,0.0,9789027712059,eng,210,1981,Springer
24893,That's Silly,William Sleator/Lawrence Di Fiori,3.6,9780525409816,eng,46,1981,Dutton Books
18520,The Diary of Virginia Woolf  Volume Three: 1925-1930,Virginia Woolf/Anne Olivier Bell/Andrew McNeillie,4.42,9780156260381,eng,408,1981,Mariner Books
10206,Sounds  Feelings  Thoughts:  Seventy Poems by Wislawa Szymborska,Wisława Szymborska/Magnus J. Kruyski,4.36,9780691013800,eng,232,1981,Princeton University Press
28836,The Principles of Psychology: Vols 1-2 (Works of William James),William  James/Frederick Burkhardt/Rand B. Evans/Gerald Eugene Myers,4.18,9780674705593,eng,1376,1981,Harvard University Press
34288,The Time of the Ghost,Diana Wynne Jones,3.66,9780064473545,eng,291,1981,HarperTrophy
2348,An Introduction to Old Norse,E.V. Gordon/A.R. Taylor,4.1,9780198111849,eng,412,1981,Oxford University Press
25709,Summa Theologica  5 Vols,Thomas Aquinas,4.12,9780870610639,eng,3020,1981,Christian Classics
44613,Remembrance of Things Past (Boxed Set),Marcel Proust/C.K. Scott Moncrieff/Frederick A. Blossom/Joseph Wood Crutch,4.34,9780701125592,eng,3400,1981,Chatto & Windus
11005,El Clan Del Oso Cavernario,Jean M. Auel/Leonor Tejada Conde-Pelayo,4.05,9789684581142,spa,548,1981,Lasser Press
5477,1984,George Orwell/Erich Fromm,4.18,9780451516756,eng,268,1981,Signet Classics
40033,John Hammond on Record: An Autobiography,John   Hammond/Irving Townsend,4.06,9780140057058,eng,432,1981,Penguin Books
2921,Chicago Blues: The City and the Music,Mike  Rowe/Ronald Radano,3.92,9780306801457,eng,226,1981,Da Capo Press
19313,Christmas in Noisy Village,Astrid Lindgren/Ilon Wikland/Florence Lamborn,4.18,9780140503449,en-US,32,1981,Puffin Books
20738,Forms of Talk,Erving Goffman,3.81,9780812211122,eng,344,1981,University of Pennsylvania Press
40914,The Many Worlds of Magnus Ridolph,Jack Vance,3.9,9780879975319,eng,174,1980,DAW Books Inc
8915,A Short History of World War II,James L. Stokesbury,3.95,9780688085872,eng,416,1980,William Morrow Paperbacks
9646,Homage to Catalonia,George Orwell/Lionel Trilling,4.14,9780156421171,eng,232,1980,Harcourt  Inc.(Harvest Book)
36255,The Hearth and Eagle,Anya Seton,3.89,9780449236413,eng,476,1980,Fawcett
28486,Beyond Death: The Gates of Consciousness,Stanislav Grof/Christina Grof,4.0,9780500810194,eng,96,1980,Thames & Hudson
2330,The Languages of Tolkien's Middle-Earth,Ruth S. Noel/J.R.R. Tolkien,3.98,9780395291306,eng,207,1980,Houghton Mifflin Company
21032,Existential Psychotherapy,Irvin D. Yalom,4.39,9780465021475,en-US,544,1980,Basic Books
9603,Sun  Moon  Star,Kurt Vonnegut Jr./Ivan Chermayeff,3.78,9780060263195,eng,62,1980,HarperCollins Publishers
45025,Liturgies of the Western Church,Bard Thompson,3.96,9780800614287,eng,434,1980,Augsburg Fortress Publishing
38069,Zora Neale Hurston: A Literary Biography,Robert E. Hemenway/Alice Walker,4.1,9780252008078,eng,408,1980,University of Illinois Press
17158,Don Quixote: The Ormsby Translation  Revised  Backgrounds and Sources  Criticism,Miguel de Cervantes Saavedra/John Ormsby,3.87,9780393090185,eng,1003,1980,W. W. Norton & Company
7757,Cliffsnotes on Beckett's Waiting for Godot and Other Plays,James Lamar Roberts/Jeffrey Fisher,3.67,9780822013549,eng,72,1980,Cliffs Notes
28462,Spring Torrents,Ivan Turgenev/Leonard Schapiro,3.94,9780140443691,eng,240,1980,Penguin Classics
11121,Gulliver's Travels,Jonathan Swift/Robert A. Greenberg,3.57,9780393099416,eng,432,1980,W. W. Norton & Company
28420,The Earth,Émile Zola/Douglas Parmée,4.08,9780140443875,eng,506,1980,Penguin Classics
14947,The Diary of Virginia Woolf  Volume Two: 1920-1924,Virginia Woolf/Anne Olivier Bell/Andrew McNeillie,4.37,9780156260374,eng,384,1980,Mariner Books
11119,The Annotated Gulliver's Travels,Jonathan Swift/Isaac Asimov,3.57,9780517539491,eng,298,1980,Random House Value Publishing
21783,Tinsel,William Goldman,3.19,9780440187356,eng,399,1980,Dell
37630,The Good Housekeeping Illustrated Cookbook,Good Housekeeping/Zoe Coulson,4.37,9780878510375,eng,512,1980,Hearst Communications
40384,Synthetic Men of Mars (Barsoom  #9),Edgar Rice Burroughs,3.78,9780345339300,eng,160,1980,Del Rey
45533,Montaillou: Cathars and Catholics in a French Village  1294-1324,Emmanuel Le Roy Ladurie/Barbara Bray,3.96,9780140054712,en-GB,400,1980,Penguin Books Ltd.
32338,Fire in the Minds of Men: Origins of the Revolutionary Faith,James H. Billington,4.54,9780765804716,eng,677,1980,Basic Books
9806,Our Ancestors: The Cloven Viscount  The Baron in the Trees  The Non-Existent Knight,Italo Calvino,4.27,9780330261562,eng,393,1980,Picador
33671,Virgin,James Patterson,3.86,9780070488205,eng,210,1980,McGraw-Hill Companies
1744,Tibullus: A Commentary,Michael C.J. Putnam,3.71,9780806115603,eng,222,1979,University of Oklahoma Press
11934,The Fantasy Worlds of Peter Beagle,Peter S. Beagle,4.21,9780345289674,eng,430,1979,Del Rey
23790,Short Stories,Anton Chekhov/Ralph E. Matlaw,4.35,9780393090024,eng,384,1979,W. W. Norton & Company
33873,The Foundations of Modern Political Thought: Volume One: The Renaissance,Quentin Skinner,4.36,9780521220231,eng,332,1979,Cambridge University Press
23979,Scribble  Scribble: Notes on the Media,Nora Ephron,3.7,9780553122756,eng,163,1979,Bantam Books
29534,The Strategy of Satan: How to Detect and Defeat Him,Warren W. Wiersbe,4.37,9780842366656,en-US,162,1979,Tyndale House Publishers
33026,The Dream and the Underworld,James Hillman,4.22,9780060906825,en-US,256,1979,William Morrow Paperbacks
5419,'Salem's Lot,Stephen King,4.02,9780451092311,en-US,427,1979,Signet
27297,The Analects,Confucius/D.C. Lau,3.83,9780140443486,eng,249,1979,Penguin Books Ltd
22035,Fools Die,Mario Puzo,3.72,9780451160195,eng,544,1979,Signet
13113,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values,Robert M. Pirsig,3.77,9780688052300,eng,412,1979,Quill
6311,Charlie and the Chocolate Factory: A Play,Richard R. George/Roald Dahl,4.33,9780140311259,eng,89,1979,Puffin Books
26214,Big Anthony and the Magic Ring,Tomie dePaola,4.1,9780156119078,en-US,32,1979,HMH Books for Young Readers
18518,The Diary of Virginia Woolf  Volume One: 1915-1919,Virginia Woolf/Anne Olivier Bell/Quentin Bell,4.32,9780156260367,eng,356,1979,Mariner Books
7708,Saint Joan/Major Barbara/Androcles and the Lion,George Bernard Shaw,3.67,9780394604800,eng,479,1979,Modern Library/Random House (NY)
37902,Turn of the Cards,Georgina Grey,3.0,9780449239698,eng,0,1979,Fawcett Coventry
27825,Eugene Onegin,Alexander Pushkin/Charles Johnston/John Bayley,4.09,9780140443943,en-US,240,1979,Penguin Classics
26996,A Companion to Plato's Republic,Nicholas P. White,3.67,9780915144921,eng,288,1979,Hackett Publishing Company  Inc.
40376,Swords of Mars (Barsoom  #8),Edgar Rice Burroughs,3.82,9780345329561,eng,191,1979,Del Rey
40385,The Master Mind of Mars (Barsoom #6),Edgar Rice Burroughs,3.85,9780345334244,eng,160,1979,Ballantine Books
10528,The Role of the Reader: Explorations in the Semiotics of Texts,Umberto Eco,4.06,9780253203182,eng,288,1979,Indiana University Press
35125,Alien,Alan Dean Foster,4.09,9782290011157,eng,270,1979,Grand Central Publishing
36128,The Fountains of Paradise,Arthur C. Clarke,3.96,9780151327737,eng,245,1979,Harcourt Brace Jovanovich (NY)
9060,The Progressive Historians: Turner  Beard  Parrington (Phoenix Book),Richard Hofstadter,3.89,9780226348186,eng,498,1979,University of Chicago Press
10613,Night Shift,Stephen King,4.0,9780451170118,en-US,326,1979,Signet
33155,A Midsummer Night's Dream,William Shakespeare/Harold F. Brooks,3.94,9781903436608,en-US,312,1979,Arden Shakespeare
41046,Romanticism,Hugh Honour,3.75,9780064300896,eng,416,1979,Westview Press
19390,Philosophical Dictionary,Voltaire/Theodore Besterman,4.09,9780140442571,en-US,400,1979,Penguin Classics
24894,Once Said Darlene,William Sleator/Steven Kellogg,3.62,9780525364108,eng,55,1979,Dutton Books
29625,The Origin of Consciousness in the Breakdown of the Bicameral Mind,Julian Jaynes,4.25,9780713912548,en-GB,467,1979,Allen Lane
45529,Montaillou: The Promised Land of Error,Emmanuel Le Roy Ladurie/Barbara Bray,3.96,9780394729640,eng,416,1979,Vintage/Random House (NY)
1721,Ovid’s Metamorphoses: Books 6-10,Ovid/William Scovil Anderson,4.32,9780806114569,eng,560,1978,University of Oklahoma Press
33957,Spooks: The Haunting of America: The Private Use of Secret Agents,Jim Hougan,4.12,9780688033552,eng,478,1978,William Morrow & Company
11668,Rest Rabbit Rest (Sweet Pickles  #18),Jacquelyn Reinach/Richard Hefter,4.02,9780030420566,eng,32,1978,Holt  Rinehart and Winston  Inc.
3751,Moonraker's Bride,Madeleine Brent,4.31,9780449235942,eng,319,1978,Fawcett
13628,The Mezentian Gate,E.R. Eddison,3.6,9780345272218,eng,275,1978,Del Rey
43175,Inventive Paris clothes: 1909-1939 - a photographic essay,Diana Vreeland/Irving Penn,3.67,9780670400676,eng,95,1978,Penguin Putnam
22591,The Best of Philip K. Dick,Philip K. Dick/John Brunner,4.22,9780345253590,eng,450,1978,Del Rey Books (NY)
20949,American Caesar: Douglas MacArthur 1880-1964,William Manchester,4.15,9780316544986,eng,811,1978,Little  Brown & Company (Boston/Toronto)
25946,Cousin Pons,Honoré de Balzac/Herbert J. Hunt,3.98,9780140442052,eng,336,1978,Penguin Classics
13320,Mark Rothko,Diane Waldman/Bernard Malamud,4.04,9780810915879,eng,296,1978,Harry N. Abrams
